Año_ (YEAR),Día (DOY),Tmax (T2M_MAX),Tmin (T2M_MIN),HR (RH2M),Ux (WS2M),Rs (ALLSKY_SFC_SW_DWN),Rl_ (ALLSKY_SFC_LW_DWN),Ptot_ (PRECTOTCORR),Pef_,Tmean_,es_,ea_,delta_,P_,gamma_,Rns_,Rnl_,Rn_,Rso_,Kc_,decada_,ET0,ETc,ETverde,ETazul,UACverde_m3_ha,UACazul_m3_ha,HHverde_m3_ton,HHazul_m3_ton
2017,110,23.89,5.16,48.69,1.2,27.6,24.43,0.01,0.006,14.525,1.9231873390918166,0.9363999154038055,0.106876125305232,73.86565482152795,0.04912066045631609,21.252000000000002,4.306865055596695,16.945134944403307,38.29152584287412,0.3,1,5.231650463616859,1.5694951390850576,0.006,1.5634951390850576,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,111,25.16,7.11,47.33,1.31,23.97,25.94,0.18,0.108,16.135,2.1037723888684923,0.9957154716514574,0.11701566683168314,73.86565482152795,0.04912066045631609,18.4569,3.4165986111306164,15.040301388869384,38.34937724272918,0.3,1,4.999620095951859,1.4998860287855578,0.108,1.3918860287855577,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,112,26.37,8.54,44.04,1.57,26.85,25.16,0.03,0.018,17.455,2.274266880486792,1.0015871341663831,0.12592728251969107,73.86565482152795,0.04912066045631609,20.674500000000002,4.174654658191552,16.49984534180845,38.405245788688795,0.3,1,5.7229789196365966,1.716893675890979,0.018,1.698893675890979,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,113,24.83,6.32,58.39,1.04,23.37,26.45,0.61,0.366,15.575,2.045935546348651,1.1946217655129772,0.11340005683481626,73.86565482152795,0.04912066045631609,17.9949,3.015353575608171,14.979546424391831,38.45915449718322,0.3,1,4.606691749732491,1.3820075249197472,0.366,1.0160075249197473,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,114,25.12,9.18,54.84,1.42,21.85,26.15,0.38,0.22799999999999998,17.15,2.176293486850211,1.1934793481886556,0.12381864405636146,73.86565482152795,0.04912066045631609,16.8245,2.7219318638013568,14.102568136198643,38.511127821970135,0.3,1,4.704046325120852,1.4112138975362556,0.22799999999999998,1.1832138975362556,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,115,25.31,7.95,41.57,2.24,24.97,25.21,0.01,0.006,16.63,2.147932848069306,0.8928956849424105,0.1202926325655655,73.86565482152795,0.04912066045631609,19.2269,3.7850009580497224,15.441899041950279,38.561191590960256,0.3,1,5.739133537736335,1.7217400613209006,0.006,1.7157400613209006,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,116,27.09,7.9,31.33,1.68,29.73,23.83,0.0,0.0,17.495,2.3248465171273964,0.7283744138160132,0.12620607053151905,73.86565482152795,0.04912066045631609,22.8921,5.355475384303043,17.536624615696958,38.60937294168254,0.3,1,6.446731458119774,1.934019437435932,0.0,1.934019437435932,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,117,24.35,8.1,28.88,1.14,20.16,25.64,0.0,0.0,16.225,2.0636387022503415,0.5959788572098986,0.11760577665078882,73.86565482152795,0.04912066045631609,15.523200000000001,2.8368319721335284,12.686368027866472,38.65570025551027,0.3,1,4.653571079954945,1.3960713239864835,0.0,1.3960713239864835,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,118,25.93,11.9,27.77,1.93,19.9,27.32,0.0,0.0,18.915,2.3704487773086065,0.6582736254586,0.13644790620233635,73.86565482152795,0.04912066045631609,15.322999999999999,2.790158236139343,12.532841763860656,38.70020309077086,0.3,1,5.501140989384294,1.650342296815288,0.0,1.650342296815288,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,119,28.3,10.07,26.22,2.45,26.18,25.29,0.0,0.0,19.185000000000002,2.540097959195564,0.6660136849010769,0.138472850813195,73.86565482152795,0.04912066045631609,20.1586,4.572111117733433,15.586488882266567,38.74291211486216,0.3,1,6.893756631397412,2.068126989419224,0.0,2.068126989419224,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,120,29.6,10.15,23.88,0.96,28.41,24.63,0.0,0.0,19.875,2.693520941245312,0.6432128007693805,0.1437636424121553,73.86565482152795,0.04912066045631609,21.875700000000002,5.2946346846980195,16.581065315301984,38.78385903549796,0.3,2,6.077429433754445,1.8232288301263335,0.0,1.8232288301263335,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,121,28.8,10.08,27.81,0.72,23.65,26.29,0.04,0.024,19.44,2.5970868404032017,0.7222498503161304,0.14040860392205912,73.86565482152795,0.04912066045631609,18.2105,3.7752563307024296,14.43524366929757,38.823076531205906,0.3,2,5.115311032942739,1.5345933098828217,0.024,1.5105933098828217,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,122,27.41,9.79,38.19,0.92,19.93,26.73,0.33,0.198,18.6,2.431396033603197,0.9285501452330609,0.1341172196039836,73.86565482152795,0.04912066045631609,15.3461,2.508246868528478,12.837853131471523,38.86059818119953,0.3,2,4.5925815157913625,1.3777744547374087,0.198,1.1797744547374087,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,123,28.1,9.46,40.65,0.63,16.71,27.85,0.51,0.306,18.78,2.493111901603776,1.0134499880019348,0.1354448747835181,73.86565482152795,0.04912066045631609,12.866700000000002,1.6403238772909783,11.226376122709024,38.896458394746006,0.3,2,3.904025628658926,1.1712076885976779,0.306,0.8652076885976778,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,124,24.75,10.21,56.82,1.72,15.1,29.23,3.38,2.028,17.48,2.1831302280578404,1.240454595582465,0.12610146376158604,73.86565482152795,0.04912066045631609,11.627,1.1223035303312583,10.504696469668742,38.93069234014994,0.3,2,3.8599270266828607,1.1579781080048581,1.1579781080048581,0.0,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,125,23.35,8.85,57.72,1.05,18.87,29.94,1.42,0.852,16.1,2.00297141852244,1.1561151027711523,0.11678685949476648,73.86565482152795,0.04912066045631609,14.529900000000001,1.9832764309097424,12.54662356909026,38.96333587347192,0.3,2,4.000189286570001,1.2000567859710003,0.852,0.3480567859710003,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,126,26.17,8.48,50.43,0.92,21.36,28.16,0.26,0.156,17.325000000000003,2.2518582477585976,1.1356121143446607,0.12502482505174836,73.86565482152795,0.04912066045631609,16.4472,2.6089246337116823,13.838275366288316,38.99442546709932,0.3,2,4.549977556169774,1.3649932668509324,0.156,1.2089932668509324,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,127,25.03,10.46,54.25,0.66,16.92,29.5,1.76,1.056,17.745,2.219887020299637,1.204288708512553,0.1279603796930752,73.86565482152795,0.04912066045631609,13.028400000000001,1.545755687344089,11.482644312655912,39.0239981382845,0.3,2,3.7288163867559803,1.118644916026794,1.056,0.0626449160267939,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,128,26.55,9.86,60.75,0.8,19.77,28.84,2.63,1.5779999999999998,18.205,2.3443897385475343,1.4242167661676273,0.13124234940782337,73.86565482152795,0.04912066045631609,15.2229,2.047417028096251,13.175482971903747,39.052091377764,0.3,2,4.218691554733194,1.2656074664199581,1.2656074664199581,0.0,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,129,22.55,11.16,68.24,0.41,16.96,29.04,2.82,1.692,16.855,2.0303069871518082,1.3854814880323938,0.12180770865375111,73.86565482152795,0.04912066045631609,13.0592,1.4368965005860415,11.62230349941396,39.078743078569275,0.3,2,3.4758550373072317,1.0427565111921695,1.0427565111921695,0.0,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
2017,130,25.22,12.33,56.02,0.81,18.99,29.59,1.15,0.69,18.775,2.321452168558552,1.300477504826501,0.1354078457319513,73.86565482152795,0.04912066045631609,14.6223,1.9684854084229761,12.653814591577023,39.10399146513763,0.3,3,4.162350511769925,1.2487051535309774,0.69,0.5587051535309775,2743.47337845555,3212.4655230554486,588.7281928016201,689.3702839174782
