Año_ (YEAR),Día (DOY),Tmax (T2M_MAX),Tmin (T2M_MIN),HR (RH2M),Ux (WS2M),Rs (ALLSKY_SFC_SW_DWN),Rl_ (ALLSKY_SFC_LW_DWN),Ptot_ (PRECTOTCORR),Pef_,Tmean_,es_,ea_,delta_,P_,gamma_,Rns_,Rnl_,Rn_,Rso_,Kc_,decada_,ET0,ETc,ETverde,ETazul,UACverde_m3_ha,UACazul_m3_ha,HHverde_m3_ton,HHazul_m3_ton
2012,304,34.52,19.97,45.77,1.96,19.16,29.72,0.0,0.0,27.245,3.9045795814699753,1.787126074438808,0.21179239056872615,100.04157013765955,0.06652764414154361,14.7532,3.9955555855477534,10.757644414452246,25.80403481874761,0.3,1,5.446133117695677,1.633839935308703,0.0,1.633839935308703,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
2012,305,34.4,20.0,43.87,1.69,18.91,29.04,0.0,0.0,27.2,3.8885802044258613,1.7059201356816251,0.21130681013503458,100.04157013765955,0.06652764414154361,14.5607,4.062912826413274,10.497787173586726,25.639450536947578,0.3,1,5.191265469829138,1.5573796409487413,0.0,1.5573796409487413,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
2012,306,33.08,18.6,54.23,2.0,18.68,29.0,0.0,0.0,25.84,3.59795832615327,1.9511728002729183,0.19706677739865025,100.04157013765955,0.06652764414154361,14.3836,3.6344422833626764,10.749157716637324,25.476791820659404,0.3,1,4.935218164643845,1.4805654493931535,0.0,1.4805654493931535,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
2012,307,30.61,19.35,66.09,3.25,17.74,30.93,0.0,0.0,24.98,3.3198175518741055,2.1940674200335963,0.18848590814985225,100.04157013765955,0.06652764414154361,13.659799999999999,3.068641602284708,10.59115839771529,25.316138221254594,0.3,1,4.716956482644747,1.415086944793424,0.0,1.415086944793424,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
2012,308,30.81,19.44,66.44,2.77,17.82,30.49,0.0,0.0,25.125,3.351332837448406,2.2266255372007207,0.18991020955972107,100.04157013765955,0.06652764414154361,13.721400000000001,3.091495911330973,10.629904088669027,25.157568360791895,0.3,1,4.542052579660265,1.3626157738980793,0.0,1.3626157738980793,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
2012,309,33.81,18.75,48.32,2.62,18.6,29.45,0.0,0.0,26.28,3.7132997865967843,1.7942664568835662,0.20158263915031055,100.04157013765955,0.06652764414154361,14.322000000000001,3.94767918250537,10.374320817494631,25.001159876590886,0.3,1,5.678945656132431,1.703683696839729,0.0,1.703683696839729,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
2012,310,35.88,18.95,40.27,3.2,18.31,29.9,0.0,0.0,27.415,4.046270820027797,1.6294332592251939,0.21363528118057024,100.04157013765955,0.06652764414154361,14.0987,4.18205819427465,9.916641805725348,24.846989367621795,0.3,1,6.824049012535441,2.0472147037606323,0.0,2.0472147037606323,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
2012,311,37.34,20.62,34.31,2.65,18.13,30.47,0.0,0.0,28.980000000000004,4.410749281954265,1.5133280786385086,0.23124314100392968,100.04157013765955,0.06652764414154361,13.960099999999999,4.415138584640634,9.544961415359364,24.695132342756192,0.3,1,6.773388336909752,2.0320165010729254,0.0,2.0320165010729254,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
2012,312,36.57,21.92,33.26,2.24,16.93,30.99,0.0,0.0,29.245,4.3802004036494395,1.4568546542538037,0.23434199544424666,100.04157013765955,0.06652764414154361,13.0361,4.0895215677956935,8.946578432204305,24.54566317091733,0.3,1,6.123440207305961,1.8370320621917884,0.0,1.8370320621917884,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
2012,313,35.45,21.47,47.17,1.72,17.01,29.95,0.0,0.0,28.46,4.161880376998967,1.963158973830413,0.2252622813864503,100.04157013765955,0.06652764414154361,13.097700000000001,3.4618225761010013,9.635877423899,24.398655033162242,0.3,1,4.949366200440695,1.4848098601322084,0.0,1.4848098601322084,107.10037858369326,7189.7446811838945,14.937291294796829,1002.7537909600969
